City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,argo,37.6333,22.7333,19.32,72,98,3.18,GR,1699720394
275,tralee,52.2704,-9.7026,10.14,76,20,6.17,IE,1699720394
276,cambria,35.5641,-121.0808,18.12,70,12,0.89,US,1699720394
277,kapuskasing,49.4169,-82.4331,-1.95,93,100,2.57,CA,1699720358
278,tomohon,1.3346,124.8392,20.52,98,100,1.47,ID,1699720394
279,gizo,-8.103,156.8419,27.35,77,100,8.81,SB,1699720395
280,sao jose da coroa grande,-8.8978,-35.1478,28.58,56,46,5.16,BR,1699720395
281,tataouine,32.9297,10.4518,19.84,40,1,1.66,TN,1699720395
282,yelizovo,53.1873,158.3805,1.08,74,75,6.0,RU,1699720396
283,at taraf,25.3628,49.725,28.3,54,100,4.23,SA,1699720396
284,huicungo,-7.2833,-76.8,28.14,84,75,3.09,PE,1699720396
285,oranjestad,12.524,-70.027,30.97,70,20,8.75,AW,1699720136
286,jabor,5.921,169.6434,27.27,86,100,7.26,MH,1699720396
287,la mira,18.035,-102.3266,29.9,62,40,0.7,MX,1699720396
288,chernyshevskiy,63.0128,112.4714,-10.89,83,98,4.6,RU,1699720397
289,praia da vitoria,38.7333,-27.0667,22.14,73,20,3.56,PT,1699720397
290,grand falls-windsor,48.9332,-55.6649,2.5,87,100,1.79,CA,1699720397
291,ponta delgada,37.7333,-25.6667,22.33,88,20,6.69,PT,1699720397
292,kamaishi,39.2667,141.8833,4.44,76,28,2.13,JP,1699720398
293,sitka,57.0531,-135.33,3.94,81,100,4.63,US,1699720398
294,ndende,-2.4008,11.3581,23.47,96,100,0.53,GA,1699720398
295,wukari,7.85,9.7833,31.37,46,72,2.19,NG,1699720398
296,laojunmiao,39.8333,97.7333,-1.61,35,100,2.22,CN,1699720399
297,vikhorevka,56.1201,101.1636,-10.23,94,5,1.25,RU,1699720339
298,novyy svit,47.8059,38.0211,9.04,61,100,6.42,UA,1699720399
299,cockburn town,21.4612,-71.1419,27.89,77,9,9.67,TC,1699720400
300,kagoshima,31.5602,130.5581,14.46,79,100,2.27,JP,1699720400
301,namibe,-15.1961,12.1522,21.85,73,95,4.14,AO,1699720400
302,faya-largeau,17.9257,19.1043,29.95,19,98,4.38,TD,1699720400
303,majalgaon,19.15,76.2333,23.54,50,91,2.56,IN,1699720401
304,ebon,4.582,168.6964,26.97,85,100,4.9,MH,1699720401
305,portland,45.5234,-122.6762,12.56,86,75,8.49,US,1699719743
306,borzya,50.3833,116.5167,-18.85,96,5,1.05,RU,1699720401
307,rongelap,11.1635,166.8941,27.51,82,97,7.41,MH,1699720402
308,havre,49.5833,0.3333,9.87,87,75,1.54,FR,1699720402
309,sisimiut,66.9395,-53.6735,-6.13,88,100,5.04,GL,1699720276
310,la ronge,55.1001,-105.2842,-2.86,80,75,4.12,CA,1699720402
311,mil'kovo,55.6078,37.7956,5.79,86,100,4.33,RU,1699720402
312,minot,48.2325,-101.2963,0.57,86,0,6.17,US,1699720262
313,olyokminsk,60.3736,120.4264,-5.77,71,100,5.85,RU,1699720403
314,balabac,7.9868,117.0645,27.6,80,11,2.63,PH,1699720403
315,canmore,51.0834,-115.3521,5.06,92,46,2.06,CA,1699720265
316,berriane,32.8265,3.7669,25.47,36,1,4.01,DZ,1699720403
317,afaahiti,-17.75,-149.2833,25.93,81,84,6.46,PF,1699720403
318,kongsvinger,60.1905,11.9977,0.82,97,100,2.58,NO,1699720403
319,tarawa,1.419,172.984,26.32,93,100,7.99,KI,1699720404
320,saipan,15.1355,145.701,27.39,89,20,6.17,MP,1699720404
321,manghit,42.1156,60.0597,4.99,51,3,3.21,UZ,1699720404
322,arraial do cabo,-22.9661,-42.0278,26.92,74,0,6.69,BR,1699720404
323,undurkhaan,47.3194,110.6556,-18.19,92,11,1.69,MN,1699720405
324,murun-kuren,49.6342,100.1625,-10.78,71,2,1.02,MN,1699720405
325,independencia,-5.3964,-40.3086,36.23,18,0,3.99,BR,1699720405
326,quiberon,47.4841,-3.1196,13.37,85,100,3.58,FR,1699720405
327,kone,-21.0595,164.8658,18.38,85,17,1.96,NC,1699720406
328,prado,-17.3411,-39.2208,28.8,58,5,7.17,BR,1699720406
329,iskateley,67.6803,53.1512,-4.99,94,93,8.05,RU,1699720406
330,naze,28.3667,129.4833,17.51,70,96,5.61,JP,1699720406
331,quellon,-43.1167,-73.6167,6.92,83,93,8.02,CL,1699720407
332,quimili,-27.6333,-62.4167,37.91,33,2,2.04,AR,1699720407
333,shimoda,34.6667,138.95,11.72,88,100,6.31,JP,1699720407
334,gebeit,21.0667,36.3167,26.02,57,21,5.76,SD,1699720407
335,kingscliff,-28.2667,153.5667,19.29,88,75,1.54,AU,1699720407
336,svit,49.0601,20.2069,4.94,93,75,2.06,SK,1699720408
337,brokopondo,4.75,-55.1667,32.83,50,13,1.92,SR,1699720408
338,leava,-14.3,-178.1667,27.05,83,100,5.66,WF,1699720408
339,paso de carrasco,-34.8603,-56.0522,23.08,83,40,7.72,UY,1699720408
340,hinthada,17.6333,95.4667,25.69,84,19,2.65,MM,1699720408
341,spring valley,36.108,-115.245,15.76,18,0,1.54,US,1699720409
342,luebo,-5.35,21.4167,22.24,97,98,1.13,CD,1699720409
343,coxen hole,16.3244,-86.5366,26.6,89,75,2.06,HN,1699720409
344,khao wong,16.7001,104.0902,23.47,91,11,1.8,TH,1699720410
345,chibougamau,49.9168,-74.3659,-4.21,80,100,4.12,CA,1699720410
346,alaghsas,17.0187,8.0168,34.94,10,0,5.14,NE,1699720410
347,tazacorte,28.629,-17.9293,24.53,76,75,5.14,ES,1699720410
348,phan rang-thap cham,11.5667,108.9833,24.41,90,65,2.65,VN,1699720410
349,turtas,58.9417,69.1325,-0.16,98,100,2.41,RU,1699720411
350,uturoa,-16.7333,-151.4333,27.25,79,96,4.71,PF,1699720411
351,droitwich,52.2667,-2.15,8.23,89,45,1.57,GB,1699720411
352,ghat,24.9647,10.1728,26.04,13,0,4.05,LY,1699720411
353,dudinka,69.4058,86.1778,-11.55,98,100,2.91,RU,1699720412
354,umba,66.6871,34.3429,-6.19,92,26,3.02,RU,1699720412
355,east london,-33.0153,27.9116,19.52,82,75,9.26,ZA,1699720412
356,chilapa de alvarez,17.6,-99.1667,23.42,68,15,2.13,MX,1699720412
357,plastun,44.7561,136.2939,-7.32,61,0,3.17,RU,1699720338
358,kostroma,57.7708,40.9344,3.45,92,100,2.24,RU,1699720413
359,nova olinda do norte,-3.8881,-59.0942,40.04,27,50,2.24,BR,1699720413
360,sandnessjoen,66.0217,12.6316,0.29,64,0,6.74,NO,1699720413
361,tinajo,29.0788,-13.7081,23.49,69,20,9.77,ES,1699720413
362,charlotte amalie,18.3419,-64.9307,30.85,70,40,8.23,VI,1699720289
363,napanee,44.2501,-76.9494,2.91,42,3,2.26,CA,1699720414
364,betio village,1.358,172.9211,26.19,94,100,8.34,KI,1699720414
365,gray,35.4167,-100.802,11.89,45,69,5.56,US,1699720414
366,santa ana de yacuma,-13.75,-65.4333,34.97,49,75,6.17,BO,1699720415
367,new richmond,45.123,-92.5366,3.84,84,100,3.09,US,1699720245
368,nikol'sk,53.7189,46.0712,2.33,91,38,2.11,RU,1699720415
369,missoula,47.0166,-113.8009,-1.06,90,69,1.98,US,1699720348
370,pisco,-13.7,-76.2167,21.03,73,100,2.57,PE,1699720415
371,anda,46.4,125.3167,-16.93,87,17,1.6,CN,1699720415
372,lihue,21.9789,-159.3672,24.77,82,100,6.69,US,1699720416
373,boise,43.6135,-116.2035,10.12,60,0,4.63,US,1699720214
374,shingu,33.7333,135.9833,12.62,68,96,1.59,JP,1699720416
375,francisco i. madero,29.7059,-107.8043,12.55,50,45,2.28,MX,1699720416
376,almodovar del campo,38.7094,-4.1791,16.68,78,100,4.65,ES,1699720416
377,mossel bay,-34.1831,22.146,17.96,75,27,5.18,ZA,1699720417
378,vila franca do campo,37.7167,-25.4333,22.16,99,12,4.01,PT,1699720417
379,kargasok,59.0556,80.8572,1.09,94,100,2.68,RU,1699720417
380,kolonia,50.9333,6.95,8.87,80,75,2.06,DE,1699720234
381,thames,-37.1333,175.5333,9.09,95,6,1.12,NZ,1699720418
382,kupang,-10.1667,123.5833,28.32,83,51,2.57,ID,1699720418
383,lebu,-37.6167,-73.65,10.89,59,100,7.52,CL,1699720418
384,okha,53.5739,142.9478,-5.67,79,100,7.02,RU,1699720337
385,marsh harbour,26.5412,-77.0636,26.49,78,7,6.0,BS,1699720223
386,xai-xai,-25.0519,33.6442,23.83,75,0,5.15,MZ,1699720418
387,marka,1.7159,44.7717,27.64,79,97,4.82,SO,1699720418
388,bouca,6.5105,18.2733,21.03,97,98,0.86,CF,1699720419
389,jiangyou,31.7667,104.7167,13.76,85,100,0.03,CN,1699720419
390,xilin hot,43.9667,116.0333,-14.86,89,91,1.8,CN,1699720419
391,bairnsdale,-37.8333,147.6167,8.83,94,1,1.51,AU,1699720419
392,brinkmann,-30.8659,-62.0374,31.66,35,5,3.3,AR,1699720419
393,papao,-17.75,-149.55,26.82,78,90,5.52,PF,1699720419
394,yokadouma,3.5167,15.05,22.22,96,96,1.34,CM,1699720419
395,suva,-18.1416,178.4415,22.71,94,75,2.06,FJ,1699720420
396,arica,-18.475,-70.3042,24.75,70,25,3.77,CL,1699720420
397,chukhloma,58.7525,42.6825,1.72,91,100,3.58,RU,1699720420
398,zhoukou,33.6333,114.6333,2.54,77,15,2.28,CN,1699720420
399,vuktyl,63.8567,57.3094,-3.83,98,97,1.34,RU,1699720420
400,bajitpur,24.2167,90.95,22.05,66,2,2.34,BD,1699720420
401,isafjordur,66.0755,-23.124,0.02,80,40,1.03,IS,1699720420
402,buka,40.8108,69.1986,11.46,59,100,5.93,UZ,1699720421
403,komyshuvakha,47.7176,35.5288,10.71,64,100,8.76,UA,1699720421
404,oistins,13.0667,-59.5333,29.05,84,20,10.29,BB,1699720421
405,flin flon,54.7682,-101.865,-1.09,86,0,5.66,CA,1699720421
406,uttarkashi,30.7333,78.45,12.89,57,8,2.5,IN,1699720421
407,yeppoon,-23.1333,150.7333,20.88,68,68,4.53,AU,1699720421
408,yigo village,13.5361,144.8886,27.62,83,75,9.77,GU,1699720421
409,flying fish cove,-10.4217,105.6791,25.82,78,75,4.63,CX,1699720422
410,tres arroyos,-38.3739,-60.2798,25.41,27,40,6.27,AR,1699720422
411,queenstown,-31.8976,26.8753,18.84,64,71,5.54,ZA,1699720422
412,sangsong-ni,39.1694,126.8856,-3.79,56,0,1.53,KP,1699720422
413,khandyga,62.6667,135.6,-28.22,99,99,1.54,RU,1699720422
414,paslek,54.0616,19.6593,6.42,86,100,1.53,PL,1699720422
415,mayya,61.7333,130.2811,-16.38,97,100,0.46,RU,1699720422
416,portales,34.1862,-103.3344,10.01,67,7,3.95,US,1699720422
417,ixtapa,20.7,-105.2,29.57,70,75,0.89,MX,1699720423
418,trevelin,-43.0858,-71.4639,9.28,52,99,6.24,AR,1699720423
419,zhangjiakou,40.81,114.8794,-6.11,39,6,3.52,CN,1699720424
420,alghero,40.5589,8.3181,17.05,82,40,2.06,IT,1699720424
421,madera,37.1666,-119.8343,21.1,54,93,0.66,US,1699720425
422,kismayo,-0.3582,42.5454,27.42,79,64,3.44,SO,1699720425
423,aqadyr,48.2553,72.8483,4.35,88,100,8.58,KZ,1699720425
424,acapulco de juarez,16.8634,-99.8901,30.18,66,55,1.11,MX,1699720357
425,belyy yar,53.6039,91.3903,-11.06,92,99,2.0,RU,1699720426
426,kristiansund,63.1115,7.732,3.36,60,47,3.09,NO,1699720426
427,koungheul,13.9833,-14.8,37.34,14,49,1.32,SN,1699720426
428,timbuktu,16.7735,-3.0074,34.81,11,0,2.61,ML,1699720426
429,tomatlan,19.9333,-105.25,29.09,68,100,0.37,MX,1699720426
430,margate,51.3813,1.3862,7.61,80,20,0.89,GB,1699720337
431,copiapo,-27.3667,-70.3333,28.64,22,0,4.84,CL,1699720320
432,nar'yan-mar,67.6713,53.087,-4.94,94,92,8.05,RU,1699720427
433,prien,30.1819,-93.2738,15.99,96,100,4.63,US,1699720427
434,akureyri,65.6835,-18.0878,-4.04,86,0,1.03,IS,1699720427
435,aykhal,66.0,111.5,-15.73,92,91,2.2,RU,1699720427
436,marsabit,2.3284,37.9899,21.1,70,76,3.9,KE,1699720428
437,hasaki,35.7333,140.8333,10.22,65,100,6.59,JP,1699720428
438,fisterra,42.9049,-9.2629,17.64,96,100,11.74,ES,1699720428
439,viedma,-40.8135,-62.9967,28.22,14,23,11.35,AR,1699720428
440,panaba,21.2833,-88.2667,32.68,52,81,4.94,MX,1699720428
441,bertioga,-23.8544,-46.1386,30.57,60,25,2.01,BR,1699720428
442,santiago del torno,-17.9833,-63.3833,36.42,25,97,7.27,BO,1699720306
443,el alto,-4.2714,-81.2147,24.81,64,46,6.15,PE,1699720428
444,oodweyne,9.4092,45.064,23.84,59,99,5.1,SO,1699720429
445,taulaga,-11.0553,-171.0883,28.06,77,50,3.27,AS,1699720429
446,revda,56.801,59.9303,1.39,99,100,1.3,RU,1699720429
447,novokayakent,42.3937,47.9861,14.25,80,54,2.28,RU,1699720429
448,progreso,21.2833,-89.6667,27.28,84,80,2.75,MX,1699720429
449,nuku'alofa,-21.1333,-175.2,22.19,83,75,6.69,TO,1699720429
450,novyy buh,47.6931,32.5216,13.6,84,100,8.6,UA,1699720430
451,keflavik,64.0049,-22.5624,4.24,93,75,5.66,IS,1699720430
452,turpan,42.9333,89.1667,8.43,34,97,0.56,CN,1699720430
453,boguchany,58.3814,97.4531,-12.3,93,8,0.89,RU,1699720430
454,kharakvasla,18.4333,73.7667,24.1,51,29,1.31,IN,1699720430
455,la'ie,21.6477,-157.9253,25.25,76,6,3.13,US,1699720430
456,sylt-ost,54.8833,8.35,7.22,93,75,3.6,DE,1699720431
457,myrina,39.8797,25.0742,19.58,68,40,4.63,GR,1699720431
458,port lincoln,-34.7333,135.8667,12.54,75,99,5.15,AU,1699720431
459,hilton head island,32.2163,-80.7526,16.1,81,100,6.69,US,1699720431
460,san antonio de pale,-1.4014,5.6325,25.87,85,97,4.91,GQ,1699720431
461,douz,33.4663,9.0203,18.27,36,1,0.98,TN,1699720431
462,kalabo,-14.97,22.6814,27.83,37,98,1.77,ZM,1699720432
463,puerto escondido,15.85,-97.0667,30.46,58,20,1.03,MX,1699720432
464,aitape,-3.1374,142.3475,25.82,90,100,1.22,PG,1699720432
465,mersa matruh,31.3525,27.2453,22.43,75,57,3.44,EG,1699720432
466,cabo san lucas,22.8909,-109.9124,29.17,60,0,1.54,MX,1699720263
467,bogotol,56.2078,89.5342,-4.3,90,100,2.57,RU,1699720432
468,basyun,30.9398,30.8134,22.54,66,99,4.47,EG,1699720433
469,ouadda,8.0777,22.4007,21.79,92,81,1.15,CF,1699720433
470,borovnica,45.9158,14.3631,7.81,82,42,1.14,SI,1699720433
471,uliastay,47.7417,96.8444,-14.13,56,62,3.24,MN,1699720433
472,minas de marcona,-15.2119,-75.1103,19.36,67,74,6.19,PE,1699720433
473,hingoli,19.7167,77.15,23.01,51,65,1.66,IN,1699720433
474,boa vista,2.8197,-60.6733,33.99,46,40,5.66,BR,1699720292
475,prey veng,11.4868,105.3253,25.86,87,43,2.6,KH,1699720434
476,gisborne,-38.6533,178.0042,8.04,85,4,2.75,NZ,1699720434
477,teguise,29.0605,-13.564,22.12,69,20,9.77,ES,1699720434
478,talodi,10.6325,30.3797,30.53,42,72,0.78,SD,1699720434
479,northam,51.0333,-4.2167,9.81,87,100,5.12,GB,1699720434
480,bodaybo,57.8506,114.1933,-17.69,100,92,0.8,RU,1699720434
481,batouri,4.4333,14.3667,22.31,94,99,1.05,CM,1699720435
482,alexander city,32.944,-85.9539,13.51,100,100,3.6,US,1699720435
483,pavlodar,52.3,76.95,3.89,81,0,4.0,KZ,1699720435
484,lagunas,-5.2269,-75.6753,37.18,37,70,0.12,PE,1699720435
485,waingapu,-9.6567,120.2641,27.29,77,100,0.55,ID,1699720435
486,nemuro,43.3236,145.575,2.53,66,25,6.35,JP,1699720435
487,pudozh,61.8099,36.5345,2.75,98,100,2.68,RU,1699720400
488,laborde,-33.1532,-62.8566,26.57,30,0,3.84,AR,1699720436
489,marsala,37.7966,12.4352,21.97,68,40,4.63,IT,1699720436
490,kikwit,-5.041,18.8162,22.1,97,95,1.36,CD,1699720436
491,yanam,16.7333,82.2167,24.23,76,4,1.67,IN,1699720436
492,maracaju,-21.6144,-55.1683,40.82,19,38,7.51,BR,1699720436
493,kidal,18.4411,1.4078,32.41,6,1,4.1,ML,1699720436
494,nadi,-17.8,177.4167,24.0,73,20,4.12,FJ,1699720436
495,port saint john's,-31.6229,29.5448,20.75,86,99,6.39,ZA,1699720437
496,zaraza,9.3503,-65.3245,35.12,40,65,2.72,VE,1699720437
497,terra santa,-2.1042,-56.4869,38.73,28,9,2.73,BR,1699720437
498,jiayuguan,39.8167,98.3,-3.18,38,100,3.06,CN,1699720437
499,bam,29.106,58.357,19.95,27,69,0.67,IR,1699720437
500,harper,4.375,-7.7169,26.73,84,51,4.1,LR,1699720437
501,notse,6.95,1.1667,27.76,76,79,3.08,TG,1699720437
502,hadibu,12.65,54.0333,26.81,84,100,5.7,YE,1699720438
503,caleta olivia,-46.4393,-67.5281,20.06,22,76,11.15,AR,1699720300
504,hammerfest,70.6634,23.6821,-0.75,69,100,3.6,NO,1699720438
505,jyvaskyla,62.2415,25.7209,-0.59,100,100,3.09,FI,1699720438
506,lepsy,46.235,78.9456,7.15,64,100,2.88,KZ,1699720438
507,puerto lempira,15.2667,-83.7667,28.98,81,85,5.31,HN,1699720438
508,beloyarskiy,63.7119,66.6722,0.0,99,100,2.68,RU,1699720438
509,lichtenburg,-26.152,26.1597,26.9,24,88,3.13,ZA,1699720439
510,pandan,14.0453,124.1694,26.87,81,62,3.82,PH,1699720439
511,chui,-33.6971,-53.4616,28.75,66,60,3.74,UY,1699720439
512,bartoszyce,54.2535,20.8082,8.18,90,100,1.12,PL,1699720439
513,puerto deseado,-47.7503,-65.8938,18.29,33,99,7.45,AR,1699720302
514,bentota,6.4254,79.9948,26.51,84,99,1.69,LK,1699720439
515,carinhanha,-14.3047,-43.765,38.38,18,5,0.64,BR,1699720439
516,calvinia,-31.4707,19.776,16.46,40,16,6.07,ZA,1699720439
517,helena valley southeast,46.6153,-111.9216,8.4,70,100,1.54,US,1699720440
518,benghazi,32.1167,20.0667,23.28,59,24,2.18,LY,1699720440
519,caucete,-31.6518,-68.2811,30.38,17,0,0.56,AR,1699720440
520,fukuecho,32.6881,128.8419,14.01,69,100,9.35,JP,1699720440
521,novoorsk,51.381,58.9813,4.36,82,100,7.02,RU,1699720440
522,obidos,-1.9175,-55.5181,36.97,34,14,3.19,BR,1699720440
523,collie,-33.3667,116.15,10.82,76,89,5.36,AU,1699720440
524,danao,10.5208,124.0272,29.98,78,60,2.24,PH,1699720440
525,tual,-5.6667,132.75,28.15,78,96,3.66,ID,1699720441
526,reggane,26.7158,0.1714,29.19,16,3,3.37,DZ,1699720441
527,tocancipa,4.9653,-73.913,17.9,77,94,1.94,CO,1699720441
528,booue,-0.0921,11.9385,23.81,91,100,1.17,GA,1699720441
529,tarija,-21.5355,-64.7296,31.95,25,75,2.57,BO,1699720441
530,new norfolk,-42.7826,147.0587,9.72,93,51,1.46,AU,1699720442
531,roja,57.5,22.8167,6.72,91,100,3.08,LV,1699720442
532,chambas,22.1928,-78.9136,29.63,67,44,6.87,CU,1699720442
533,okhotsk,59.3833,143.3,-18.6,87,7,9.25,RU,1699720442
534,san luis de la loma,17.2706,-100.8939,30.09,67,36,1.54,MX,1699720442
535,tadine,-21.55,167.8833,21.49,70,38,7.97,NC,1699720442
536,zuenoula,7.4292,-6.0431,29.04,73,45,1.61,CI,1699720442
537,sao vicente,-23.9631,-46.3919,39.1,26,43,0.45,BR,1699720197
538,ataq,14.5377,46.8319,23.17,43,4,1.47,YE,1699720443
539,mirny,62.5353,113.9611,-9.87,61,100,7.15,RU,1699720443
540,jiangzi,28.95,89.6333,-3.81,59,1,2.88,CN,1699720443
541,ishim,56.1128,69.4902,3.35,82,100,3.58,RU,1699720443
542,natal,-5.795,-35.2094,31.36,51,40,7.72,BR,1699720411
543,inirida,3.8653,-67.9239,29.59,73,98,1.0,CO,1699720277
544,kuanda,56.3161,116.0806,-15.47,95,91,0.15,RU,1699720444
545,paka,4.6374,103.4368,26.96,94,80,0.0,MY,1699720444
546,whangarei,-35.7317,174.3239,7.94,96,48,1.23,NZ,1699720444
547,hemsby,52.6971,1.6918,7.99,92,42,5.13,GB,1699720444
548,inarajan village,13.2736,144.7484,28.54,84,91,9.24,GU,1699720444
549,salinas,36.6777,-121.6555,14.91,57,0,4.63,US,1699720278
